0,0,1
0.001,0,0.99998
0.002,0,0.99996
0.003,0,0.99994
0.004,0,0.99992
0.005,0,0.999899
0.006,0,0.999879
0.007,0,0.999859
0.008,0,0.999839
0.009,0,0.999819
0.01,0,0.999799
0.011,0,0.999779
0.012,0,0.999759
0.013,0,0.999738
0.014,0,0.999718
0.015,0,0.999698
0.016,0,0.999678
0.017,0,0.999658
0.018,0,0.999638
0.019,0,0.999618
0.02,0,0.999598
0.021,0,0.999577
0.022,0,0.999557
0.023,0,0.999537
0.024,0,0.999517
0.025,0,0.999497
0.026,0,0.999477
0.027,0,0.999457
0.028,0,0.999437
0.029,0,0.999416
0.03,0,0.999396
0.031,0,0.999376
0.032,0,0.999356
0.033,0,0.999336
0.034,0,0.999316
0.035,0,0.999296
0.036,0,0.999276
0.037,0,0.999255
0.038,0,0.999235
0.039,0,0.999215
0.04,0,0.999195
0.041,0,0.999175
0.042,0,0.999155
0.043,0,0.999135
0.044,0,0.999115
0.045,0,0.999094
0.046,0,0.999074
0.047,0,0.999054
0.048,0,0.999034
0.049,0,0.999014
0.05,0,0.998994
0.051,0,0.998974
0.052,0,0.998954
0.053,0,0.998933
0.054,0,0.998913
0.055,0,0.998893
0.056,0,0.998873
0.057,0,0.998853
0.058,0,0.998833
0.059,0,0.998813
0.06,0,0.998793
0.061,0,0.998772
0.062,0,0.998752
0.063,0,0.998732
0.064,0,0.998712
0.065,0,0.998692
0.066,0,0.998672
0.067,0,0.998652
0.068,0,0.998632
0.069,0,0.998611
0.07,0,0.998591
0.071,0,0.998571
0.072,0,0.998551
0.073,0,0.998531
0.074,0,0.998511
0.075,0,0.998491
0.076,0,0.998471
0.077,0,0.99845
0.078,0,0.99843
0.079,0,0.99841
0.08,0,0.99839
0.081,0,0.99837
0.082,0,0.99835
0.083,0,0.99833
0.084,0,0.99831
0.085,0,0.998289
0.086,0,0.998269
0.087,0,0.998249
0.088,0,0.998229
0.089,0,0.998209
0.09,0,0.998189
0.091,0,0.998169
0.092,0,0.998149
0.093,0,0.998129
0.094,0,0.998108
0.095,0,0.998088
0.096,0,0.998068
0.097,0,0.998048
0.098,0,0.998028
0.099,0,0.998008
0.1,0,0.997988
0.101,0,0.997968
0.102,0,0.997947
0.103,0,0.997927
0.104,0,0.997907
0.105,0,0.997887
0.106,0,0.997867
0.107,0,0.997847
0.108,0,0.997827
0.109,0,0.997807
0.11,0,0.997786
0.111,0,0.997766
0.112,0,0.997746
0.113,0,0.997726
0.114,0,0.997706
0.115,0,0.997686
0.116,0,0.997666
0.117,0,0.997646
0.118,0,0.997625
