0,0,1
0.001,0,0.999992
0.002,0,0.999984
0.003,0,0.999976
0.004,0,0.999968
0.005,0,0.99996
0.006,0,0.999952
0.007,0,0.999945
0.008,0,0.999937
0.009,0,0.999929
0.01,0,0.999921
0.011,0,0.999912
0.012,0,0.999904
0.013,0,0.999895
0.014,0,0.999887
0.015,0,0.999878
0.016,0,0.99987
0.017,0,0.999861
0.018,0,0.999853
0.019,0,0.999844
0.02,0,0.999836
0.021,0,0.999827
0.022,0,0.999818
0.023,0,0.999809
0.024,0,0.9998
0.025,0,0.99979
0.026,0,0.999781
0.027,0,0.999772
0.028,0,0.999763
0.029,0,0.999754
0.03,0,0.999745
0.031,0,0.999735
0.032,0,0.999726
0.033,0,0.999716
0.034,0,0.999706
0.035,0,0.999696
0.036,0,0.999687
0.037,0,0.999677
0.038,0,0.999667
0.039,0,0.999658
0.04,0,0.999648
0.041,0,0.999638
0.042,0,0.999627
0.043,0,0.999617
0.044,0,0.999606
0.045,0,0.999596
0.046,0,0.999586
0.047,0,0.999575
0.048,0,0.999565
0.049,0,0.999554
0.05,0,0.999544
0.051,0,0.999533
0.052,0,0.999522
0.053,0,0.999511
0.054,0,0.999499
0.055,0,0.999488
0.056,0,0.999477
0.057,0,0.999466
0.058,0,0.999455
0.059,0,0.999444
0.06,0,0.999433
0.061,0,0.999421
0.062,0,0.999409
0.063,0,0.999397
0.064,0,0.999385
0.065,0,0.999373
0.066,0,0.999361
0.067,0,0.999349
0.068,0,0.999337
0.069,0,0.999325
0.07,0,0.999313
0.071,0,0.999301
0.072,0,0.999288
0.073,0,0.999275
0.074,0,0.999262
0.075,0,0.99925
0.076,0,0.999237
0.077,0,0.999224
0.078,0,0.999211
0.079,0,0.999199
0.08,0,0.999186
0.081,0,0.999172
0.082,0,0.999159
0.083,0,0.999145
0.084,0,0.999131
0.085,0,0.999118
0.086,0,0.999104
0.087,0,0.99909
0.088,0,0.999077
0.089,0,0.999063
0.09,0,0.99905
0.091,0,0.999035
0.092,0,0.99902
0.093,0,0.999006
0.094,0,0.998991
0.095,0,0.998977
0.096,0,0.998962
0.097,0,0.998947
0.098,0,0.998933
0.099,0,0.998918
0.1,0,0.998904
0.101,0,0.998888
0.102,0,0.998872
0.103,0,0.998857
0.104,0,0.998841
0.105,0,0.998825
0.106,0,0.99881
0.107,0,0.998794
0.108,0,0.998778
0.109,0,0.998763
0.11,0,0.998747
0.111,0,0.998731
0.112,0,0.998714
0.113,0,0.998697
0.114,0,0.99868
0.115,0,0.998664
0.116,0,0.998647
0.117,0,0.99863
0.118,0,0.998613
0.119,0,0.998597
0.12,0,0.99858
0.121,0,0.998562
0.122,0,0.998544
0.123,0,0.998526
0.124,0,0.998508
0.125,0,0.99849
0.126,0,0.998473
0.127,0,0.998455
0.128,0,0.998437
0.129,0,0.998419
0.13,0,0.998401
0.131,0,0.998382
0.132,0,0.998363
0.133,0,0.998343
0.134,0,0.998324
0.135,0,0.998305
0.136,0,0.998286
0.137,0,0.998267
0.138,0,0.998248
0.139,0,0.998229
0.14,0,0.998209
0.141,0,0.998189
0.142,0,0.998168
0.143,0,0.998148
0.144,0,0.998127
0.145,0,0.998107
0.146,0,0.998086
0.147,0,0.998066
0.148,0,0.998045
0.149,0,0.998025
0.15,0,0.998004
0.151,0,0.997982
0.152,0,0.99796
0.153,0,0.997939
0.154,0,0.997917
0.155,0,0.997895
0.156,0,0.997873
0.157,0,0.997851
0.158,0,0.997829
0.159,0,0.997807
0.16,0,0.997785
0.161,0,0.997761
0.162,0,0.997738
0.163,0,0.997714
0.164,0,0.997691
0.165,0,0.997667
0.166,0,0.997644
0.167,0,0.997621
0.168,0,0.997597
0.169,0,0.997574
0.17,0,0.99755
0.171,0,0.997525
0.172,0,0.9975
0.173,0,0.997475
0.174,0,0.99745
0.175,0,0.997424
0.176,0,0.997399
0.177,0,0.997374
0.178,0,0.997349
0.179,0,0.997324
0.18,0,0.997299
0.181,0,0.997272
0.182,0,0.997245
0.183,0,0.997218
0.184,0,0.997191
0.185,0,0.997164
0.186,0,0.997137
0.187,0,0.99711
0.188,0,0.997084
0.189,0,0.997057
0.19,0,0.99703
0.191,0,0.997001
0.192,0,0.996972
0.193,0,0.996943
0.194,0,0.996915
0.195,0,0.996886
0.196,0,0.996857
0.197,0,0.996828
0.198,0,0.996799
0.199,0,0.996771
0.2,0,0.996742
0.201,0,0.996711
0.202,0,0.99668
0.203,0,0.996649
0.204,0,0.996619
0.205,0,0.996588
0.206,0,0.996557
0.207,0,0.996526
0.208,0,0.996495
0.209,0,0.996465
0.21,0,0.996434
0.211,0,0.996401
0.212,0,0.996368
0.213,0,0.996335
0.214,0,0.996302
0.215,0,0.996269
0.216,0,0.996236
0.217,0,0.996203
0.218,0,0.99617
0.219,0,0.996137
0.22,0,0.996104
0.221,0,0.996069
